date,temp_max,temp_min,temp_mean,wind_speed_max,wind_speed_mean,humidity_mean,precipitation
2016-07-20,35.2975,28.4475,31.187082,14.404499,10.379069,68.80022,0.5
2016-07-21,34.5975,26.9475,30.893335,12.768586,5.999663,72.695175,0.6
2016-07-22,31.9975,26.9475,28.81833,12.682018,9.698655,81.42488,5.0
2016-07-23,32.2975,25.7475,28.830835,10.182337,6.0455036,82.80511,3.1
2016-07-24,33.1475,25.5475,29.176666,8.64,4.807107,84.32133,7.4
2016-07-25,31.2975,25.9975,28.01625,15.484185,12.2137,86.766655,4.2
2016-07-26,29.5475,25.6975,27.264166,20.291357,12.11028,86.4844,6.4999995
2016-07-27,29.9975,24.9475,26.722498,12.245293,7.098368,89.1271,18.899996
2016-07-28,27.0475,24.6975,25.81833,8.707238,6.515288,94.27421,18.7
2016-07-29,29.6475,24.8475,26.59333,11.165805,6.394781,89.71993,8.299999
2016-07-30,28.9975,24.7475,26.791246,8.707238,5.8649287,89.40914,7.6
2016-07-31,29.2475,25.1475,26.885,16.418526,9.907841,89.185356,12.5
2016-08-01,31.8975,24.6975,27.507917,13.32,10.807233,86.01667,10.599999
2016-08-02,32.8975,25.6975,29.19542,15.617529,9.797362,78.59461,0.0
2016-08-03,33.6475,27.1975,29.637085,13.493999,9.625411,79.014885,4.7999997
2016-08-04,33.7475,27.2975,30.130835,10.296251,7.7789984,80.04335,1.1
2016-08-05,31.2975,27.0975,28.634996,17.377226,11.878694,84.838066,1.0
2016-08-06,33.0475,26.0475,28.874586,14.24163,9.800887,79.84376,2.7
2016-08-07,32.4975,26.8475,28.972502,17.64,11.327137,81.20723,4.7
2016-08-08,30.5475,25.9475,27.814165,18.35647,11.118611,84.84734,6.2999997
2016-08-09,30.3975,25.8475,27.320412,14.689589,11.059019,87.67919,10.5
2016-08-10,30.4475,25.1975,26.855833,10.315115,7.4916215,89.5449,14.100001
2016-08-11,30.7475,25.1475,27.264168,8.64,5.0487638,88.79987,11.9
2016-08-12,31.7975,25.3475,27.793333,5.8048253,3.5483258,88.239204,11.400001
2016-08-13,30.9475,25.2975,27.695414,12.522619,6.4529343,89.32484,13.899999
2016-08-14,33.0975,25.9475,29.03083,15.844089,11.084442,79.60653,2.6000001
2016-08-15,33.4475,25.9975,29.46625,17.399586,13.476038,72.649666,0.8
2016-08-16,29.8475,26.3975,28.135,17.698677,6.817186,75.802864,0.2
2016-08-17,30.0975,25.8475,27.762085,7.5685663,4.6667366,87.29484,7.099999
2016-08-18,32.2975,25.8975,28.96,10.495713,6.0678177,82.39982,1.3
2016-08-19,31.5975,26.2975,28.66625,22.101183,13.6331415,80.23699,2.9
2016-08-20,30.6475,25.4475,27.949585,16.746773,12.02206,77.71591,0.0
2016-08-21,31.5975,24.1975,27.918335,16.055353,9.747094,78.63318,0.0
2016-08-22,31.0475,25.8475,28.46625,11.252519,7.496343,81.529366,0.1
2016-08-23,29.6975,26.1475,27.334997,19.083395,14.068827,84.6615,12.800001
2016-08-24,32.3475,25.5475,28.407919,10.990322,7.3771534,84.9493,1.3
2016-08-25,32.9475,26.0975,28.939163,11.720751,4.6037664,82.48001,1.5
2016-08-26,32.4975,25.0475,28.424583,14.512064,8.352198,85.756645,6.5
2016-08-27,32.9475,26.3475,28.978745,12.287555,7.522172,83.9319,6.3
2016-08-28,31.7475,25.5475,27.485,12.224107,5.2520747,88.94991,13.699999
2016-08-29,31.4475,24.4475,27.137083,7.5170207,3.3455138,88.33176,24.300003
2016-08-30,30.0475,24.9975,26.795412,9.449572,6.052991,90.562004,18.499998
2016-08-31,31.2975,24.4975,27.018333,8.825508,5.861567,87.77837,7.3
2016-09-01,31.6975,25.1475,28.230835,17.283749,10.739664,80.19015,0.4
2016-09-02,31.3475,25.5975,28.237083,21.407139,15.511483,73.93601,0.2
2016-09-03,31.9975,24.7475,28.195421,16.299694,13.687282,73.4932,0.0
2016-09-04,31.6475,24.3975,27.957916,17.76081,14.590769,71.59349,0.1
2016-09-05,31.6475,25.2975,28.266249,21.479666,15.560551,69.593895,0.0
2016-09-06,32.0975,24.8975,28.31,16.595179,12.8655815,68.26672,0.0
2016-09-07,32.0975,25.1975,28.464167,16.299694,12.098995,68.25707,0.1
2016-09-08,33.0475,25.0975,28.79542,16.039202,12.411855,67.72549,0.0
2016-09-09,33.0975,25.5475,29.049578,17.106628,13.318788,64.86384,0.0
2016-09-10,32.9475,25.4475,28.943335,15.5843,11.498404,64.25702,0.0
2016-09-11,32.4975,25.4975,28.835,16.179985,11.279907,64.90782,0.0
2016-09-12,32.9975,25.0975,29.032919,9.178235,6.5220165,69.99738,0.0
2016-09-13,31.8975,24.1975,27.930832,9.178235,6.4991064,78.58899,0.1
2016-09-14,33.0975,24.9975,28.687082,8.78872,4.680392,75.48357,0.0
2016-09-15,33.5975,25.2475,29.089167,11.592895,5.6716456,72.60297,0.0
2016-09-16,32.7475,24.0475,28.703749,7.4128532,4.291529,73.121544,0.0
2016-09-17,33.0475,24.4975,28.71417,11.165805,6.597329,76.05947,0.0
2016-09-18,33.2475,24.4475,29.012083,6.8777895,3.8207269,74.09158,0.0
2016-09-19,34.6475,25.3475,29.97875,7.6367526,5.2586045,66.62186,0.0
2016-09-20,34.3975,26.0975,29.624582,15.94601,10.231317,72.46917,0.0
