date,pm10_avg,pm25_avg
2021-12-14,327.1666666666667,185.0
2021-12-15,380.3333333333333,199.0
2021-12-16,276.0,133.375
2021-12-17,256.5,111.2125
2021-12-18,261.5,112.725
2021-12-19,279.0,135.75
2021-12-20,336.25,231.5
2021-12-21,552.6666666666666,337.625
2021-12-22,572.1666666666666,345.25
2021-12-23,381.1666666666667,242.25
2021-12-24,524.8333333333334,300.875
2021-12-25,593.6,346.5
2021-12-26,169.01666666666668,84.6625
2021-12-27,206.8,123.92857142857143
2021-12-28,226.66666666666666,112.9625
2021-12-29,346.8333333333333,162.125
2021-12-30,397.8333333333333,144.15
2021-12-31,430.3333333333333,241.25
2022-01-01,402.5,249.625
2022-01-02,359.40000000000003,238.625
2022-01-03,394.5,209.5
2022-01-04,319.5,221.75
2022-01-05,139.5,89.775
2022-01-06,101.89999999999999,49.67142857142857
2022-01-07,63.333333333333336,42.1875
2022-01-08,58.75,37.825
2022-01-09,142.79999999999998,74.9625
2022-01-10,160.6,87.18571428571428
2022-01-11,203.16666666666666,86.8625
2022-01-12,345.1666666666667,205.0
2022-01-13,309.3333333333333,173.125
2022-01-14,199.0,100.4
2022-01-15,216.66666666666666,119.39999999999999
2022-01-16,283.5,135.92857142857142
2022-01-17,343.1666666666667,155.0375
2022-01-18,319.6666666666667,160.225
2022-01-19,376.8333333333333,187.625
2022-01-20,344.8333333333333,175.28571428571428
2022-01-21,213.0,128.8125
2022-01-22,159.05,82.55
2022-01-23,207.0,106.51428571428572
2022-01-24,193.83333333333334,86.51666666666667
2022-01-25,267.1666666666667,116.14999999999999
2022-01-27,413.4,115.04285714285713
2022-01-28,325.3333333333333,118.95714285714287
2022-01-29,277.3333333333333,123.01428571428572
2022-01-30,357.8333333333333,172.79999999999998
2022-01-31,319.8333333333333,148.12857142857143
2022-02-01,252.66666666666666,146.0
2022-02-02,211.66666666666666,128.42857142857142
2022-02-03,120.76666666666667,50.01428571428572
2022-02-04,235.33333333333334,107.89999999999999
2022-02-05,285.6666666666667,136.95714285714286
2022-03-24,268.0,86.17142857142858
2022-03-25,274.0,72.14
2022-03-26,248.33333333333334,67.3
2022-03-27,452.75,119.4
2022-03-28,337.6,82.45
2022-03-29,390.5,110.38
2022-03-30,336.25,126.8
2022-03-31,204.16666666666666,69.92857142857143
2022-04-01,265.5,97.75
2022-04-02,283.5,98.13333333333333
2022-04-03,318.0,108.03333333333335
2022-04-04,238.28333333333333,86.33333333333333
2022-04-05,322.8333333333333,101.35714285714286
2022-04-06,304.3333333333333,94.84285714285714
2022-04-07,304.1666666666667,108.88571428571429
2022-04-08,306.6,95.31666666666666
2022-04-09,368.75,103.08
2022-04-10,313.6666666666667,78.175
2022-04-11,223.66666666666666,66.05714285714285
2022-04-12,308.6666666666667,85.98571428571428
2022-04-13,357.8333333333333,89.52857142857144
2022-04-14,217.8,60.260000000000005
2022-04-15,260.1666666666667,80.86666666666667
2022-04-16,296.75,104.56666666666666
2022-04-17,335.5,115.16666666666667
2022-04-18,376.0,114.5
2022-04-19,283.5,79.83333333333333
2022-04-20,409.4,119.25
2022-04-21,237.4,64.14999999999999
2022-04-22,303.5,74.075
2022-04-23,301.6,102.46
2022-04-24,304.8,89.975
2022-04-25,257.5,87.8
2022-04-26,381.25,199.0
2022-04-27,309.0,117.43333333333334
2022-04-28,357.0,116.2
2022-04-29,274.0,94.835
2022-04-30,297.8,89.14000000000001
2022-05-01,229.6,66.58
2022-05-02,230.0,45.260000000000005
2022-05-03,199.0,100.62199999999999
2022-05-04,184.6,85.38
2022-05-05,308.3333333333333,115.7
2022-05-06,260.0,80.95
2022-05-07,210.5,95.53333333333335
2022-05-08,150.5,58.63333333333333
2022-05-09,151.25,54.125
2022-05-10,173.33333333333334,53.73333333333333
2022-05-11,173.5,52.56666666666666
2022-05-12,204.0,78.76666666666667
2022-05-13,270.75,83.89999999999999
2022-05-14,282.0,116.97999999999999
2022-05-15,382.0,88.78571428571429
2022-05-16,295.2,71.84
2022-05-17,258.3333333333333,52.849999999999994
2022-05-18,288.0,56.8
2022-05-19,330.0,70.17999999999999
2022-05-20,415.8,65.84
2022-05-21,230.66666666666666,24.6
2022-05-22,100.88,19.54
2022-05-23,90.4,24.34
2022-05-24,182.6,57.14
2022-05-25,240.0,94.4
2022-05-26,247.66666666666666,82.9
2022-05-27,423.5,87.2
2022-05-28,275.6666666666667,81.13333333333334
2022-05-29,202.8,56.125
2022-05-30,316.3333333333333,85.06666666666666
2022-05-31,444.0,121.975
2022-06-01,246.0,74.26666666666667
2022-06-02,221.25,87.52000000000001
2022-06-03,213.25,78.7
2022-06-04,282.6666666666667,59.199999999999996
2022-06-05,210.4,53.54
2022-06-06,416.8,108.2
2022-06-07,311.2,67.375
2022-06-08,271.75,71.73333333333333
2022-06-09,354.8,81.95
2022-06-10,252.8,71.675
2022-06-11,260.0,71.06666666666666
2022-06-12,155.2,54.175
2022-06-13,253.75,67.36666666666666
2022-06-14,136.5,40.375
2022-06-15,131.33333333333334,52.36666666666667
2022-06-16,66.67999999999999,16.0925
2022-06-17,60.525000000000006,28.833333333333332
2022-06-18,87.6,24.700000000000003
2022-06-19,99.95,41.300000000000004
2022-06-20,107.14000000000001,35.95
2022-06-21,127.8,40.800000000000004
2022-07-03,147.33333333333334,34.833333333333336
2022-07-04,117.225,31.65
2022-07-05,90.44000000000001,48.025
2022-07-06,81.9,30.375
2022-07-07,71.97999999999999,22.700000000000003
2022-07-08,90.56666666666666,16.8
2022-07-09,77.8,16.366666666666664
2022-07-10,91.225,23.166666666666668
2022-07-11,94.625,59.06666666666666
2022-07-12,84.1,32.266666666666666
2022-07-13,96.325,18.133333333333333
2022-07-14,84.35,10.1
2022-07-15,55.175000000000004,14.133333333333335
2022-07-16,71.3,16.3
2022-07-17,110.275,37.86666666666667
2022-07-18,113.25,26.7
2022-07-19,71.125,30.0
2022-07-20,98.63333333333333,34.6
2022-07-21,91.775,32.333333333333336
2022-07-22,63.9,17.5
2022-07-23,50.03333333333333,16.866666666666664
2022-07-24,60.05,16.166666666666668
2022-07-25,61.199999999999996,8.86
2022-07-26,75.14,27.0
2022-07-27,53.849999999999994,12.166666666666666
2022-07-28,56.5,12.735
2022-07-29,52.779999999999994,23.325
2022-07-30,64.06666666666666,15.866666666666667
2022-07-31,66.475,17.122
2022-08-01,179.12,28.78
2022-08-02,85.0,27.0
2022-09-12,72.46000000000001,14.2325
2022-09-13,65.75,14.975000000000001
2022-09-14,40.5,18.5
2022-09-15,31.875,16.35
2022-09-16,95.675,33.099999999999994
2022-09-17,142.5,36.6
2022-09-18,176.33333333333334,65.39999999999999
2022-09-19,114.16,40.2
2022-09-20,102.74000000000001,39.800000000000004
2022-09-21,46.86,18.146666666666665
2022-09-22,37.672399999999996,26.666666666666668
2022-09-23,25.5,35.8
2022-09-24,52.739999999999995,11.15
2022-09-25,104.8,35.4
2022-09-26,101.58,31.25
2022-09-27,149.0,47.55
2022-09-28,143.28,63.25
2022-09-29,160.4,73.9
2022-09-30,170.4,58.75
2022-10-01,165.6,56.75
2022-10-02,131.1,34.7
2022-10-03,157.6,46.76666666666667
2022-10-04,170.2,57.03333333333333
2022-10-05,45.22,7.566666666666666
2022-10-06,40.525,16.3425
2022-10-07,27.48,5.475
2022-10-08,19.741999999999997,24.4575
2022-10-09,27.177999999999997,11.012500000000001
2022-10-10,69.1,27.125
2022-10-11,140.75,49.2
2022-10-12,127.625,41.300000000000004
2022-10-13,171.25,60.800000000000004
2022-10-14,216.0,75.93333333333334
2022-10-15,246.5,78.8
2022-10-30,459.0,226.66666666666666
2025-02-18,181.375,71.275
2025-02-19,125.15,53.5
2025-02-20,154.7875,76.125
2025-02-21,111.9625,55.4125
2025-02-22,128.85,61.637499999999996
2025-02-23,162.475,80.0375
2025-02-24,225.375,84.45
2025-02-25,265.375,105.3875
2025-02-26,156.2875,74.875
2025-02-27,131.5,62.1875
2025-02-28,123.16666666666667,55.357142857142854
2025-03-01,120.8,49.5
2025-03-02,154.875,50.75
2025-03-03,129.075,44.1875
2025-03-04,149.9375,26.775
2025-03-05,247.15,58.4875
2025-03-06,177.125,72.875
2025-03-07,152.7,60.3375
2025-03-08,199.425,83.6875
2025-03-09,209.85714285714286,79.6625
2025-03-10,285.25,100.05
2025-03-11,193.58571428571426,82.075
2025-03-12,173.14285714285714,68.5875
2025-03-13,159.4857142857143,70.3625
2025-03-14,70.725,25.675
2025-03-15,85.39999999999999,37.7625
2025-03-16,102.6125,45.525
2025-03-17,124.47142857142856,50.95
2025-03-18,154.57142857142858,57.137499999999996
2025-03-19,241.28571428571428,86.2125
2025-03-20,141.5,56.5375
2025-03-21,165.75,63.0375
2025-03-22,193.57142857142858,69.225
2025-03-23,203.625,81.925
2025-03-24,249.125,90.8375
2025-03-25,253.75,91.0
2025-03-26,295.375,85.525
2025-03-27,191.25,50.75
2025-03-28,138.1,36.375
2025-03-29,123.0625,38.8
2025-03-30,131.45,52.6375
2025-03-31,158.03333333333333,60.271428571428565
2025-04-01,224.125,77.9875
2025-04-02,201.0,73.21249999999999
2025-04-03,223.375,72.375
2025-04-04,169.94285714285712,55.5
2025-04-05,257.85714285714283,81.5125
2025-04-06,290.75,108.3
2025-04-07,243.0,87.5125
2025-04-08,232.16666666666666,82.2125
2025-04-10,106.0,38.205
2025-04-11,103.07142857142857,40.4
2025-04-12,192.14285714285714,55.75
2025-04-13,210.28571428571428,78.5375
2025-04-14,217.5,79.0625
2025-04-15,219.875,78.05
2025-04-16,218.125,66.5375
2025-04-17,216.875,64.1375
2025-04-18,147.75,47.175
2025-04-19,160.375,53.9125
2025-04-20,187.75,63.0625
2025-04-21,227.25,67.3
2025-04-22,223.75,71.3875
2025-04-23,307.375,88.1
2025-04-24,328.0,92.7375
2025-04-25,341.125,92.16250000000001
2025-04-26,289.125,84.0
2025-04-27,290.875,85.125
2025-04-28,195.71428571428572,54.31428571428571
2025-04-29,188.625,64.5
2025-04-30,182.75,69.575
2025-05-01,173.25,57.725
2025-05-02,186.5,76.0375
2025-05-03,219.375,87.15
2025-05-04,108.2375,41.4
2025-05-05,130.4625,53.0
2025-05-06,125.4875,51.0625
2025-05-07,177.0,76.1625
2025-05-08,141.8625,62.625
2025-05-09,182.125,84.9375
2025-05-10,140.71428571428572,63.0
2025-05-11,137.5,49.85
2025-05-12,111.2875,33.4
2025-05-13,241.75,42.9
2025-05-14,951.5,271.375
2025-05-15,274.25,89.65
2025-05-16,133.525,46.7
2025-05-17,167.875,61.25
2025-05-18,196.5,76.4125
2025-05-19,208.375,77.45
2025-05-20,186.0,66.025
2025-05-21,62.2,26.875
2025-05-22,108.7625,39.5875
2025-05-23,131.3375,55.2375
2025-05-24,74.875,27.95
2025-05-25,128.9375,46.5125
2025-05-26,128.55,51.475
2025-05-27,142.85,60.05
2025-05-28,165.85714285714286,51.162499999999994
2025-05-29,197.71428571428572,57.175
2025-05-30,260.125,72.35000000000001
2025-05-31,184.375,44.95
2025-06-01,139.375,41.75
2025-06-02,151.5,52.25
2025-06-03,378.75,58.95
2025-06-04,139.5,51.4875
2025-06-05,157.125,51.4875
2025-06-06,192.375,69.7
2025-06-07,210.25,78.075
2025-06-08,274.0,86.9125
2025-06-09,268.125,60.55
2025-06-10,276.125,81.525
2025-06-11,193.125,16.762500000000003
2025-06-12,181.75,59.25
2025-06-13,165.0,61.8125
2025-06-14,132.775,46.2
2025-06-15,113.3125,40.175
2025-06-16,99.3375,33.7375
2025-06-17,96.85,39.2625
2025-06-18,92.5625,33.025
2025-06-19,72.025,30.5125
2025-06-20,97.425,35.125
2025-06-21,97.2125,39.65
2025-06-22,122.675,46.1
2025-06-23,124.4375,45.625
2025-06-24,107.94285714285715,47.25714285714286
2025-06-25,66.6875,36.112500000000004
2025-06-26,70.7,22.525
2025-06-27,87.6375,29.0875
2025-06-28,70.6,37.075
2025-06-29,79.63375,39.075
2025-06-30,67.425,31.1
2025-07-01,77.8125,30.8875
2025-07-02,62.825,31.0125
2025-07-03,70.8,47.725
2025-07-04,81.85,52.2875
2025-07-05,62.875,35.24
2025-07-06,43.1125,24.3575
2025-07-07,95.0875,47.15
2025-07-08,51.5875,25.942857142857143
2025-07-09,59.39,29.178571428571427
2025-07-10,60.2125,59.042857142857144
2025-07-11,59.7625,32.55
2025-07-12,53.0,31.25
2025-07-13,33.025,19.15
2025-07-14,36.7125,18.075
2025-07-15,65.7375,31.2875
2025-07-16,55.0,27.2375
2025-07-17,44.325,26.325
2025-07-18,34.725,23.7125
2025-07-19,76.1375,29.7375
2025-07-20,92.08749999999999,38.6
2025-07-21,81.075,42.1375
2025-07-22,57.3625,27.625
2025-07-23,95.05,39.575
2025-07-24,109.5,46.8
2025-07-25,77.47142857142856,31.025
2025-07-26,72.4,30.7
2025-07-27,84.975,42.128571428571426
2025-07-28,51.8875,29.214285714285715
2025-07-29,59.5625,27.714285714285715
2025-07-30,35.112500000000004,30.02
2025-07-31,51.3,30.085714285714285
2025-08-01,77.05,32.871428571428574
2025-08-02,91.3125,35.214285714285715
2025-08-03,94.9375,38.42857142857143
2025-08-04,90.0,34.82857142857143
2025-08-05,102.0625,33.42857142857143
2025-08-06,116.5875,34.885714285714286
2025-08-07,116.3625,36.42857142857143
2025-08-08,42.32875,36.029999999999994
2025-08-09,69.5875,34.72857142857143
2025-08-10,91.9375,30.428571428571427
2025-08-11,72.675,38.27142857142858
2025-08-12,121.6125,37.278571428571425
2025-08-13,50.525,45.385714285714286
2025-08-14,64.0,39.314508571428576
2025-08-15,53.871428571428574,38.18626
2025-08-16,80.05,31.614831428571428
2025-08-17,78.2,32.22886142857143
2025-08-18,78.0625,30.945714285714285
2025-08-19,64.3375,32.51428571428571
2025-08-20,47.325,32.75714285714286
2025-08-21,98.075,58.800000000000004
2025-08-22,65.1,39.74285714285714
2025-08-23,49.81428571428571,25.285714285714285
2025-08-24,49.45,25.914285714285715
2025-08-25,38.7375,22.448571428571427
2025-08-26,73.075,33.45714285714286
2025-08-27,125.3125,52.114285714285714
2025-08-28,79.15,40.74285714285714
2025-08-29,77.2,33.2
2025-08-30,67.35,28.985714285714288
2025-08-31,33.75,18.97142857142857
2025-09-01,5.4375,16.327142857142857
2025-09-02,39.2875,23.228571428571428
2025-09-03,52.025,27.457142857142856
2025-09-04,59.2125,25.657142857142855
2025-09-05,76.9875,31.585714285714285
2025-09-06,72.52857142857142,30.328571428571426
2025-09-07,94.0875,42.9
2025-09-08,83.9375,34.871428571428574
2025-09-09,68.0,24.74285714285714
2025-09-10,88.1375,27.814285714285713
2025-09-11,91.86125,31.442857142857143
2025-09-12,101.625,33.68571428571428
2025-09-13,114.28750000000001,45.05714285714286
2025-09-14,105.4625,38.1
2025-09-15,107.6,35.82857142857143
2025-09-16,103.52857142857144,38.128571428571426
2025-09-17,112.48571428571428,46.542857142857144
2025-09-18,137.28571428571428,44.699999999999996
2025-09-19,135.42857142857142,37.92857142857143
2025-09-20,135.71428571428572,39.91428571428571
2025-09-21,152.0,42.01428571428572
2025-09-22,119.42857142857143,30.8
2025-09-23,130.31428571428572,32.91428571428572
2025-09-24,130.0142857142857,32.72857142857143
2025-09-25,126.25,33.35
2025-09-26,181.875,62.1125
2025-09-27,109.15,34.7625
2025-09-28,124.3625,40.2
2025-09-29,89.6875,20.950000000000003
2025-09-30,95.27777777777777,8.100000000000001
2025-10-01,93.6,42.2
2025-10-02,90.36666666666666,33.475
2025-10-03,141.66666666666666,60.0375
2025-10-04,152.22222222222223,59.425
2025-10-05,60.56666666666667,29.3125
2025-10-06,38.12222222222223,22.825
2025-10-07,69.85555555555555,35.3125
2025-10-08,102.32222222222222,36.7375
2025-10-09,183.88888888888889,59.8875
2025-10-10,-5.666666666666667,66.7375
2025-10-11,159.88888888888889,56.875
2025-10-12,200.77777777777777,71.375
2025-10-13,207.88888888888889,76.7875
2025-10-14,222.75,99.65
2025-10-15,258.0,100.65
2025-10-16,227.75,113.925
2025-10-17,239.18888888888887,121.9375
2025-10-18,266.0,155.825
2025-10-19,352.77777777777777,230.0625
2025-10-20,501.0,373.125
2025-10-21,270.8888888888889,181.8875
2025-10-22,214.76666666666668,126.9625
2025-10-23,234.0,120.6875
2025-10-24,285.8888888888889,148.4875
2025-10-25,331.6666666666667,179.5
2025-10-26,247.76666666666668,150.1625
2025-10-27,270.26666666666665,156.65
2025-10-28,270.7555555555556,166.05
2025-10-29,293.1333333333333,188.75
2025-10-30,183.91111111111113,128.15
2025-10-31,306.2888888888889,184.8375
2025-11-01,297.5,165.7875
2025-11-02,271.96666666666664,134.8625
2025-11-03,236.88888888888889,106.85
2025-11-04,284.56666666666666,106.6875
2025-11-05,287.2888888888889,172.0
2025-11-06,316.55555555555554,189.05
2025-11-07,376.55555555555554,222.2875
2025-11-08,370.3333333333333,208.0375
2025-11-09,587.5555555555555,281.625
2025-11-10,456.1111111111111,257.875
2025-11-11,552.4444444444445,287.0375
2025-11-12,427.0,265.0
2025-11-13,359.55555555555554,217.5375
2025-11-14,420.125,225.125
2025-11-15,377.125,231.625
2025-11-16,341.44444444444446,209.0
2025-11-17,414.6666666666667,238.875
2025-11-18,436.44444444444446,270.125
2025-11-19,402.1111111111111,244.75
2025-11-20,351.22222222222223,233.875
2025-11-21,413.3333333333333,234.875
2025-11-22,417.22222222222223,274.125
2025-11-23,374.1111111111111,235.75
2025-11-24,363.55555555555554,200.75
2025-11-25,343.0,177.6625
2025-11-26,475.22222222222223,260.0
2025-11-27,346.8888888888889,214.75
2025-11-28,242.11111111111111,143.875
2025-11-29,242.77777777777777,147.0875
2025-11-30,320.6666666666667,172.375
2025-12-01,430.1111111111111,257.625
2025-12-02,287.0,174.75
2025-12-03,297.8888888888889,180.25
2025-12-04,300.6666666666667,184.0
2025-12-05,264.55555555555554,170.25
2025-12-06,254.66666666666666,474.125
2025-12-07,254.0,150.125
2025-12-08,230.55555555555554,133.125
2025-12-09,238.33333333333334,138.0875
2025-12-10,292.6666666666667,192.5
2025-12-11,370.55555555555554,248.125
2025-12-12,593.7777777777778,416.125
2025-12-13,557.6666666666666,428.25
2025-12-14,398.22222222222223,361.375
2025-12-15,279.3333333333333,205.75
2025-12-16,284.3333333333333,205.75
2025-12-17,377.0,278.75
2025-12-18,330.77777777777777,239.5
2025-12-19,388.6666666666667,281.625
2025-12-20,304.625,208.375
2025-12-21,394.8888888888889,292.5
2025-12-22,335.3333333333333,270.125
2025-12-23,175.55555555555554,110.075
2025-12-24,244.0,162.4375
2025-12-25,326.44444444444446,252.75
2025-12-26,356.1111111111111,254.375
2025-12-27,399.44444444444446,292.625
2025-12-28,367.8888888888889,261.375
2025-12-29,343.44444444444446,251.5
2025-12-30,318.4111111111111,253.0
